text,sentiment,confidence,source,created_at
"deep learning people, you can translate and read lips, I have hard time typing cause it hurts. can I get ""voice to python"" as a vim plugin?",Neutral,0.4994,twitter,2026-06-14T15:37:55
"@user No gold standard can support the needs of a modern monetary economy. This ""intrinsic value"" you speak of is arbitrary.",Negative,0.5106,twitter,2026-06-14T19:43:27
@user @user  I just read about China & India wanting to step into TPP. 11 nations currently signed on.,Neutral,0.8708,twitter,2026-06-14T21:53:30
"@user YOUR RACIAL COMMENTS ARE DESPICABLE!ARE YOU NOW SAYING OBAMA WAS ELECTED BY ""BLACK SUPREMACISTS"" ??",Negative,0.8838,twitter,2026-06-15T00:29:08
why did I choose animal testing as my speech topic I am crying looking at these images 😭,Negative,0.6703,twitter,2026-06-15T00:47:16
@user @user @user @user You haven't missed a thing by not watching @user,Positive,0.7136,twitter,2026-06-15T04:02:19
so my grandpa got medical marijuana and I think he's addicted:'),Neutral,0.5053,twitter,2026-06-15T05:32:44
@user trump cabinet is all white,Neutral,0.911,twitter,2026-06-15T09:41:39
it's cool persona 5 is delayed a few months again people will be able to play nier automata instead,Positive,0.7258,twitter,2026-06-16T01:08:25
Troubling sign for #Israel. Many previous reports claim advanced Russian weapons are being transferred to…,Negative,0.7331,twitter,2026-06-16T02:58:00
Welcome to Mother Russia...https://t.co/YXj4PYi4Eu,Positive,0.9623,twitter,2026-06-16T07:58:12
Chicago Cubs win crazy Game 7 to clinch first World Series title since 1908 -... -,Positive,0.8337,twitter,2026-06-16T08:15:09
"Makes me sick to think we, the American taxpayers will be paying for secret service detail for Trump & Melania for…",Negative,0.7769,twitter,2026-06-16T08:20:49
"Xi Jimping, Kim Jong Un, Nicolas Maduro, Robert Mugabe, Sisi, Bashar Al Assad all ""won"" their elections by 99% votes",Neutral,0.8204,twitter,2026-06-16T09:20:39
This vampire patient is hilarious 😹 #ScreamQueens,Positive,0.9163,twitter,2026-06-16T14:23:37
"@user @user Good. Trump endorsing, terrorist supremacists & paranoid racists, let's call such people what they are.",Negative,0.7806,twitter,2026-06-16T16:01:29
@user Deport Michael Moore. He is a traitor and is inciting revolt and an overthrow of our government.,Negative,0.8763,twitter,2026-06-16T16:46:16
Will Ben Carson Affirmatively Further Gentrification?,Neutral,0.8257,twitter,2026-06-16T19:07:44
"""#Galaxy Note 7 has a #blue #light filter option built into the display settings"" #android #mobile",Neutral,0.8701,twitter,2026-06-16T19:30:54
@user @user @user actually I don't care about her pc anything I care about integrity when reporting. she doesn't,Negative,0.806,twitter,2026-06-16T21:12:40
@user @user Not so. Seems the #Kremlintrolls keep lying up a storm to blame UKR for #MH17 even though they've been debunked,Negative,0.755,twitter,2026-06-17T00:35:27
"Traditional Thanksgiving food is fire, my mom just made some shit she makes all the time but made it slightly better",Positive,0.5566,twitter,2026-06-17T00:55:05
“Real Madrid Keep Winning Because They Have the World’s Best Players” by @user,Positive,0.9054,twitter,2026-06-17T02:07:48
@user @user Diversify--it's what to do to protect investment money.  Exclusive support of fossil fuels puts energy eggs in one basket.,Neutral,0.6483,twitter,2026-06-17T05:38:12
@user Exactly so when do you and the GOP investigate every single aspect of George Soros? I am waiting for an answer!,Neutral,0.7002,twitter,2026-06-17T07:04:36
@user Don't forget Wikileaks. And Comey/the FBI. And a grotesquely undemocratic Electoral College System. #TrumpIsStrangerThanFiction,Negative,0.8458,twitter,2026-06-17T13:36:31
Zac Efron & bear grylls lol#Liveme 🔥🐠John Smith🔱🇨🇦:,Neutral,0.7726,twitter,2026-06-17T14:27:56
1. Sokie2. Michel3. Paris4. Emily#GilmoreGirlsTop4,Neutral,0.8617,twitter,2026-06-17T15:47:07
"@user We've had North Korea, Fidel Castro and neo- pagan cults. Some wags have been condemned more than others.",Negative,0.8372,twitter,2026-06-17T18:00:39
What is life lol what are we 💀😂 UFO's steal our cows bc they like beef to 😂 f vegetarianism that's what's the aliens want you to be 👽😂,Neutral,0.5721,twitter,2026-06-17T20:04:50
Because Trump won the election fair and square you are going to protest and disrupt. Nice. Sore loser,Negative,0.8658,twitter,2026-06-17T21:54:32
@user lmfao good shot RUAF,Positive,0.9488,twitter,2026-06-17T23:01:13
"...""radical acceptance"", a rigorous mental determination to meet head on the most powerful negatives in our lives...",Neutral,0.7097,twitter,2026-06-18T02:17:10
"@user I am taking notice,of all Democratic Party elected officials, who r not fighting 4 USA as @user 2 replace 4 fighters",Neutral,0.8738,twitter,2026-06-18T05:07:52
"Not if The United States, Planet Earth, & The Freedom Fighters have a thing to say about it: ""Michael Moore The...",Neutral,0.8051,twitter,2026-06-18T14:39:43
"RT @user Was “fascist” as awful a word when it appeared? “Nazi”? No, these terms prove their horror through action/rhetoric. Like a…",Negative,0.8827,twitter,2026-06-18T19:51:41
"""So what do you want for Christmas?""""I dunno, minimum wage would be nice.""#GermanBoss",Positive,0.788,twitter,2026-06-18T21:13:00
"""Why do you advocate for veganism/ vegetarianism?"" Well ... for one, if the whole world went vegan we could end world hunger ...",Neutral,0.5221,twitter,2026-06-18T21:14:27
Dodging #Westworld finale spoilers like... @user,Neutral,0.7785,twitter,2026-06-18T21:21:52
Reading about euthanasia stories for people with cerebral palsy reminds me how fortunate I was that my parents gave a damn.,Negative,0.5179,twitter,2026-06-19T06:27:23
@user has officially joined the #GilmoreGirls fandom 🙌🏼🙌🏼🙌🏼 @user #GilmoreGirlsTop4,Positive,0.4959,twitter,2026-06-19T13:18:49
@user I think a lot of what the campaign did wrong/her weaknesses could be argued what made it close. Little doubt Comey pushed it over,Negative,0.5888,twitter,2026-06-20T02:46:24
@user @user don't let conservatives in denial disarm your alarm system-I really think ur insights are spot on,Negative,0.4713,twitter,2026-06-20T04:42:57
Check out our newly listed Get your 3D Print... Dont miss out! #3dprinting,Positive,0.8656,twitter,2026-06-20T07:41:34
"If you take away the 3 million illegals+all the dead Democrats that voted, Trump crushed in the popular vote as well",Negative,0.7797,twitter,2026-06-20T14:08:36
Poor Tommy prob thought his surge in followers would go unnoticed while people were distracted by the election.…,Negative,0.8491,twitter,2026-06-20T15:06:25
@user @user it's Time to Annhialate @user,Positive,0.5719,twitter,2026-06-20T19:39:11
"2Pac Outsold Babe Ruth, Michael Jordan, Muhammad Ali & Kobe Bryant At An Auction #tupac #hiphop #westside #rap #2pac",Neutral,0.8658,twitter,2026-06-20T20:40:11
@user @user @user Obviously means nothing since it hasn't stopped Soros from funding anti-Trump protests/riots.,Neutral,0.522,twitter,2026-06-20T23:54:45
Wow! I saw a single Facebook video on one patient who uses medical marijuana! That must mean it solves every ailment on earth! Wowowowow,Positive,0.9176,twitter,2026-06-21T01:25:06
"e.g. the meme among some leftists accusing Clinton supporters of being ""vagina voters"" even when many of us had strong reservations.",Negative,0.6187,twitter,2026-06-21T02:03:25
I LOVE CRISTIANO RONALDO BUT I HAVEN'T MONNEY FOR GO TO SEE ONE MATCH OF CRISTIANO,Positive,0.8851,twitter,2026-06-21T04:09:00
"@user voter suppression in numerous states( purging of a majority of democrats[blacks,latinos,elderly] in at least 10 states worked.",Negative,0.7704,twitter,2026-06-21T05:40:46
Even vegans confuse vegetarianism with veganism. #FakeVeganFacts,Negative,0.7266,twitter,2026-06-21T13:23:12
"This is holding these groups back, the aura of corruption especially on p&t, esp. 3W, which even rightists are open to listen about.",Negative,0.5671,twitter,2026-06-21T19:38:39
@user But the #Australian #coal #LNP (Libs.) and #GOP #Oil already know this. They just want to earn cash out of fossil fuels while,Neutral,0.5379,twitter,2026-06-21T19:54:05
Let's all thank Prez Obama for 8yrs of progress #ThankYouObama #1stBlackPresident #MyPresidentisBLACK…,Positive,0.9526,twitter,2026-06-21T21:45:33
Matt dislikes obamacare removal,Negative,0.6652,twitter,2026-06-22T00:38:44
#AuditTheVote #RecountColorado Elector Plans to Sue So He Can Unbind From Clinton to Protest #ElectoralCollege,Neutral,0.5578,twitter,2026-06-22T01:45:14
IVE ONLY SEEN FIVE MINS OF DAVID BLAINE AND MAN THIS GUY IS WICKED CRAZY COOL,Positive,0.9594,twitter,2026-06-22T03:58:14
@user @user not supremacists just survivalist !,Neutral,0.5217,twitter,2026-06-22T05:04:00
Just posted a new episode of #StraightTalk with @user Tipp FM on Podomatic:,Neutral,0.8618,twitter,2026-06-22T06:31:50
Well that finale was one big mindfuck 😳 #Westworld,Neutral,0.4003,twitter,2026-06-22T09:38:49
The latest MainelyOnline! Thanks to @user @user @user #p2 #uniteblue,Positive,0.9008,twitter,2026-06-22T10:19:30
Oh. my. God. Bernie is a white supremacist Nazi. The warning signs have been there for years and we never noticed!!…,Negative,0.8542,twitter,2026-06-22T11:20:38
marine le pen celebrating the referendum result along with... paul mason,Positive,0.7954,twitter,2026-06-22T15:21:55
@user ....they haven't read about his history with that wall in Scotland or his shabby business deals.#deplorables bought a lemon,Negative,0.809,twitter,2026-06-23T00:48:22
"This is what Trump's border wall could cost USA roughly 2,000-mile fence on the Mexican border would cost 100's of billions, with foreign?",Negative,0.608,twitter,2026-06-23T02:05:12
The Rocket Richard race or the Cy Young race?  #NHL,Neutral,0.9219,twitter,2026-06-23T05:02:04
@user they tend to be leftists or at least interventionists so they're a bit of a problem,Negative,0.8227,twitter,2026-06-23T09:13:05
#Repost @user with repostapp・・・#nationalfastfoodday 🍟,Neutral,0.8433,twitter,2026-06-23T11:51:30
77%OFF: Really working in LIVE trade! 💰Fully automated Forex trading Systems/Robots/Signa…,Positive,0.9078,twitter,2026-06-23T12:18:10
America is the dropped ball.  #TrumpTransitionTeam,Neutral,0.726,twitter,2026-06-23T14:06:28
"@user He was a ""meh"" prime minister for me. No real highlights come to mind of his tenure. Maybe legalising gay marriage?",Neutral,0.6119,twitter,2026-06-23T14:25:00
"Manasseh, Amon, Josiah. Pray Kim Jong Un follows Josiah's example-find the book of the Law discarded by ancestors.…",Neutral,0.8067,twitter,2026-06-23T16:32:13
Good morning to the world.If is coffee get it fused.Order now @ #workingout #monday…,Positive,0.9554,twitter,2026-06-23T17:13:14
#Spurs #GoSpursGo 2008 Fleer #116 Tim Duncan PSA 10 Gem Mint Low POP 4 #TimDuncan #NBA,Neutral,0.9209,twitter,2026-06-23T18:05:00
Top 10 Countries with the Deadliest Roadshttps://t.co/Suz3QXNMyh#Libya #News,Negative,0.6525,twitter,2026-06-23T18:59:02
@user pre tpp but shit i love the one during his death too,Positive,0.947,twitter,2026-06-23T20:48:21
DD News: Cubans bid tearful adieu to Fidel Castro | #NewsInVids,Neutral,0.6017,twitter,2026-06-23T22:31:22
My sister blew up my phone this morning asking if I could pick her up at the airport at 11.... I'm not a morning person so I said no.. #uber,Negative,0.7165,twitter,2026-06-23T23:58:09
#Russian media: Is Mikheil Saakashvili planning new revolution in Ukraine?: Former Georgian President and…,Neutral,0.8838,twitter,2026-06-24T01:34:13
UK 'risks repeating Libya mistakes in Mosul' - The Week UK #libya,Negative,0.714,twitter,2026-06-24T03:45:41
@user @user @user @user @user @user take away illegals and dead people and Trump wins popular vote too.,Neutral,0.5254,twitter,2026-06-24T06:44:46
Move Over Trump: Adolf Hitler Said He Would 'Make Germany Great Again'  #NeverTrump #NotMyPresident #StillWithHer,Neutral,0.6478,twitter,2026-06-24T11:34:21
Alphys’s history books made me think humans were cool……with their giant robots and flowery swordswomen.,Positive,0.8635,twitter,2026-06-24T14:13:11
#MiamiBookFair2016 #NBAwards A Long Way Back,Neutral,0.6297,twitter,2026-06-24T15:09:25
"Congratulations on winning Michigan, even by a hand vote count and verification! Now #DrainTheSwamp…",Positive,0.9712,twitter,2026-06-24T17:10:51
@user @user @user @user @user @user I'm getting tired of these people and their gun control,Negative,0.8813,twitter,2026-06-24T17:32:20
#Breaking #ISIS#IraqiForces #Mosul #IraqRepelled #Rafidi Mobilization Attempt to Advance on #Masayid Village Nort…,Neutral,0.4917,twitter,2026-06-24T19:39:14
Perfect!  Jeeze🙄,Positive,0.9788,twitter,2026-06-24T22:14:35
The Bill Clinton and Barack Obama Legacy.  Japan lives in fear of crazy regime in North Korea,Negative,0.7461,twitter,2026-06-24T23:10:11
'Sanctuary City' Philly Released Dominican Accused of Child Rape via @user,Neutral,0.5141,twitter,2026-06-24T23:18:02
"Due to Obamacare, Drs are no longer taking Medicaid, emergency rooms becoming overwhelmed #TeaPartyToldYouSo #PJNet",Neutral,0.6133,twitter,2026-06-25T12:54:38
Reading Marine Le Pen tweet you would think that Forza Italia was the big winner #italyreferendumIf elections Forza would be annihilated,Neutral,0.5701,twitter,2026-06-25T16:52:11
"I find myself taking stock of the issues I care about most and hope to direct my efforts there. In that sense, I'm #StillWithHer",Positive,0.8506,twitter,2026-06-25T16:59:28
"End Prohibition: Donate To The New Approach Missouri 2016 Medical... #endprohibition, #cannabis, #marijuana",Neutral,0.8852,twitter,2026-06-25T20:03:40
Dance Teacher Realness with my 10th grade girls #mannequinchallenge,Positive,0.7619,twitter,2026-06-25T22:26:40
TF when you can't get your paycheck from George Soros.,Neutral,0.6087,twitter,2026-06-25T23:20:56
Paul Ryan is the gold standard for conservatism.... #SeanDuffy #aphorism,Neutral,0.6756,twitter,2026-06-26T00:29:28
An easy-to-follow deep learning formula for natural language processing,Positive,0.7936,twitter,2026-06-26T01:41:51
Only Wealthy White Leftists,Neutral,0.6815,twitter,2026-06-26T03:16:16
Huge increase in US companies registering #trademarks in #Cuba: #embargo #business #trade,Positive,0.7352,twitter,2026-06-26T04:58:39
You have to watch Michael Moore in Trumpland 2016. I caught it on SHO2.,Neutral,0.695,twitter,2026-06-26T07:52:32
Reife Thai Girl #Friedrichshafen,Neutral,0.8916,twitter,2026-06-26T09:35:01
"@user @user Curious an alleged anti-Semite uses Yiddish word ""golem."" Guess even alt rightists can't resist the mamaloshen...",Negative,0.7483,twitter,2026-06-26T10:04:47
"My mom just asked me what my research paper was on and I said euthanasia and she literally asked ""Youth in Asia?"" 😂",Neutral,0.6755,twitter,2026-06-26T11:47:25
"Alfis Analisa >> Australian Dollar at Risk on US Data, Trump Cabinet Appointments",Neutral,0.6883,twitter,2026-06-26T15:17:30
My Grandmother would kill the #mannequinchallenge....she's dead #RIP,Negative,0.8456,twitter,2026-06-26T18:47:16
@user @user @user it's a reaction to PC liberals.. Less PC liberals = less nationalism ... Reducing liberals is key,Neutral,0.6282,twitter,2026-06-26T23:21:48
@user kim Jong Un?,Neutral,0.9384,twitter,2026-06-26T23:36:45
Tesla Factory overview    they're already producing Model 3 or S,Neutral,0.8938,twitter,2026-06-27T04:40:58
This thread.  Short version = call them white nationalists.  Not alt-right or white supremacists.,Negative,0.552,twitter,2026-06-27T05:01:33
"Neo Nazi: White people are superior, fuck PoC!Me: Shut up you fascist piece of shit!Liberal: OMG, THAT'S NOT HOW YOU TALK TO PEOPLE!",Negative,0.8938,twitter,2026-06-27T06:05:34
not no muhammad ali but I can back my stuff up,Neutral,0.7032,twitter,2026-06-27T06:40:55
Donald get ur act together Quit fights on twitter w @user Ur #notmypresident but ur 🇺🇸pik Get to work fool #TrumpTransitionTeam,Negative,0.5854,twitter,2026-06-27T14:42:40
Vladimir Putin Knows More About Donald Trump’s Plans Than U.S. Officials Do #TrumpTransitionTeam #TrumpPutin,Neutral,0.8518,twitter,2026-06-27T15:33:37
A Democrat paid for by George Soros.,Neutral,0.9042,twitter,2026-06-27T18:17:09
Karan Mahajan reading from THE ASSOCIATION OF SMALL BOMBS #MiamiBookFair2016 #NBAwards,Neutral,0.9012,twitter,2026-06-27T20:52:34
"See also, from December 2015: <- deja vu, all over again.",Neutral,0.7987,twitter,2026-06-27T21:49:11
Israel 'directly targeted' children in drone strikes on Gaza: rights group  #gaza #palestine #israel #BDS,Negative,0.7638,twitter,2026-06-28T00:42:55
im trying to uninstall stuff and melania trump hacked my computer,Negative,0.7916,twitter,2026-06-28T07:24:22
#BREAKING: Philippines Vice President resigns from Duterte cabinet. She is against the war on drugs and re-introduc…,Negative,0.6147,twitter,2026-06-28T09:27:38
@user There was a context. The wall on the Mexican border.,Neutral,0.8758,twitter,2026-06-28T12:25:29
"Yep. A wall on the Mexican border, that is. Obama, Schumer, you name it. They all voted for it. Consistently contra…",Neutral,0.5311,twitter,2026-06-28T23:45:19
Is there anything Tim Duncan can't do?,Neutral,0.8289,twitter,2026-06-29T02:06:00
"Cameron Crazie in Duke's halftime contest wearing a No. 3 Duke jersey with ""ALLEN"" on the back. Hope Grayson's making something off that.",Neutral,0.6993,twitter,2026-06-29T05:32:22
"@user @user you can't fix stupid, he probably then went to Starbucks and had them write Trump on his cup..U know, in protest",Negative,0.8167,twitter,2026-06-29T06:43:54
Is that possible!#USA helps #Iran & #Houthi to strike #KSA & #Yemen?**********https://t.co/KPbV8xm5Nn,Neutral,0.7129,twitter,2026-06-29T17:13:44
For or against animal testing? (Quote with reasons if you want to),Neutral,0.9013,twitter,2026-06-29T20:07:03
@user @user twenty bags of rusted dicks.,Negative,0.6124,twitter,2026-06-29T21:38:19
Tesla’s autopilot model highlights the dangers of self-driving cars and potential flaws in engineering.,Negative,0.6474,twitter,2026-06-30T04:50:06
@user I spent my 25k and got verlander,Neutral,0.8615,twitter,2026-06-30T05:01:54
This is why I firmly support Paul Ryan's plan to gut Medicare. White folks over 45 voted 60-40 for Trump. Let em ha…,Negative,0.6864,twitter,2026-06-30T05:12:08
@user @user Another pathetic nazi. If you got a problem then leave,Negative,0.8879,twitter,2026-06-30T06:17:28
#nowplaying Maria by Ricky Martin,Neutral,0.8805,twitter,2026-06-30T06:21:15
@user Incentive of popular vote is enough but I do agree.,Neutral,0.644,twitter,2026-06-30T11:56:00
"#Turkey #Yemen Passenger trains collide in Iran, at least 40 killed+Videos",Negative,0.8101,twitter,2026-06-30T12:21:52
Hairspray Live... not sure how I feel about this. Zac Efron will forever be Link to me.,Positive,0.555,twitter,2026-06-30T13:33:14
@user David Blaine: Real or Magic,Neutral,0.7747,twitter,2026-06-30T14:44:43
Finally watching Scream Queens episode 5 after what feels like forever!! #ScreamQueens,Positive,0.9267,twitter,2026-06-30T18:00:36
Donald Trump and the Rise of White Supremacist Media @user #NotMyPresident #uniteblue #Resist #MAGA #tcot @user,Neutral,0.5873,twitter,2026-06-30T18:06:14
"@user @user @user Trumped. No money for Medicare, Social Security, Public schools-only for tax cuts. Make rich richer baby!",Positive,0.6691,twitter,2026-06-30T18:58:39
@user just as long as you're making more than minimum wage. Gotta be superior to some people.,Positive,0.7168,twitter,2026-07-01T01:35:53
"Random photos from #NBAwards, mostly of poetry judges and poets.",Neutral,0.9209,twitter,2026-07-01T01:55:35
"Jia Jun also retracted his statement, #OnThisDay in 1966, that ""When Leftists beat Rightists, Rightists get what they deserve.""",Negative,0.5451,twitter,2026-07-01T01:55:47
@user she'd claimed Thomistic view of ensoulment showed church's oppositon to abortion is recent develpmnt & Benedict wasn't having it,Neutral,0.5095,twitter,2026-07-01T03:04:27
Socialist Economic Collapse has Hungry Venezuelans Flee in Boats to Escape #UniteBlue #HillaryClinton #DonaldTrump,Negative,0.7782,twitter,2026-07-01T03:33:31
The excitement I got when we got 2 #Hatchimals was way too much for a 19 year old girl to get.,Positive,0.9576,twitter,2026-07-01T04:41:27
And you thought you were having a bad day...https://t.co/HUs0vJcAbY,Negative,0.8779,twitter,2026-07-01T07:39:21
"RT @user Literal Nazi: ""I am a literal Nazi.""Media: ""This alt-right reactionary is stirring up nationalist fervor.""",Negative,0.8201,twitter,2026-07-01T08:37:10
"Now with Trump dumping TPP, how it will affect msia?https://t.co/Hg1YheVhM3",Neutral,0.505,twitter,2026-07-01T10:06:17
@user @user @user Plez fight Putin!,Neutral,0.7275,twitter,2026-07-01T18:10:31
@user @user @user @user @user ummm vaccines have avoided over 700000 deaths since the nineties...,Negative,0.6846,twitter,2026-07-01T18:59:26
"State Undertaking Medicaid ""Transformation""",Neutral,0.8511,twitter,2026-07-02T01:04:37
Stop #fracking #Cuadrilla persecuting land defenders through the legal system #BankruptCuadrilla #ECOCIDE,Negative,0.7516,twitter,2026-07-02T02:12:39
haghtag-MyFAMILYWEIR my stepgrandma facial features=FBI Director Comey(Jap decendent)=bothR Jap SPIES. W appointed Comey=DUMMY or INSIDIOUS?,Negative,0.5367,twitter,2026-07-02T03:05:38
More than 700 UK artists pledge to boycott Israel via @user #gaza #palestine #israel #BDS,Negative,0.7737,twitter,2026-07-02T06:12:51
@user Great you voted for someone else. We now live with that decision. You can join in watching Trump for our democracy #StillWithHer,Positive,0.9605,twitter,2026-07-02T10:59:27
@user sad to say I am bradim the Tipp people will love to buy me a pint😄,Neutral,0.4026,twitter,2026-07-02T12:35:48
😇GOD WON 👸 ANGEL @user  THE POPE Says @user has an EGO...IS the POPE with the EGO PROBLEM..…,Neutral,0.7328,twitter,2026-07-02T13:24:34
I AINT KNOW THEY DID GLEN LIKE THAT!!! #TheWalkingDead,Neutral,0.4547,twitter,2026-07-02T14:39:51
People here get mad when their packages arrive late but people in Aleppo get mad when homes are destroyed and family killed. #perspective,Negative,0.8294,twitter,2026-07-02T16:01:06
"Just tried the VR edition of Google Earth. Was genuinely moved. ""Welcome to Earth"" it says. Is cool.",Positive,0.9721,twitter,2026-07-02T19:06:04
"Unless Ukraine resolves its political crisis through an early parliamentary election, it may undergo a military...",Neutral,0.661,twitter,2026-07-03T01:18:21
@user @user audition for Clinton News Network?,Neutral,0.9412,twitter,2026-07-03T12:46:30
Hate Crimes Are Rising But Don't Expect Them to be Prosecuted #UniteBlue,Negative,0.7248,twitter,2026-07-03T15:11:10
Boston is the next major city to see self-driving cars (via @user,Neutral,0.5619,twitter,2026-07-03T16:21:56
Australian Government Commits to Nationwide Medical Marijuana Program,Neutral,0.8487,twitter,2026-07-03T16:26:13
Hey Kim Fatty The third u there :D ? Fatty fatty,Positive,0.5443,twitter,2026-07-04T15:19:34
.Some companies engaged in animal testing #CambridgeKillers,Neutral,0.8905,twitter,2026-07-04T15:40:37
@user Neural Net Shows Deep Learning Can Get Way Deeper #business #machinelearning,Positive,0.7413,twitter,2026-07-04T17:24:10
@user Tony Romo might be free soon! jk.,Positive,0.947,twitter,2026-07-04T17:32:57
Christopher Bollyn page #911 #falseflag #mossad #israel #gaza #palestine #israel #BDS,Negative,0.5918,twitter,2026-07-04T18:56:25
"#Dogging,#Milfs,#Stockings,#OutDoorSex,#Anal,#Moms: Ashley Graham Rubbing With Her Sightly Body",Neutral,0.76,twitter,2026-07-04T19:54:13
"*Friday Night*Me: Siri, we're friends, right?Siri: Uh...Who is Siri? I am a Galaxy Note 7. *Catches Fire*Me: Huh. Third one this month...",Positive,0.718,twitter,2026-07-04T20:17:37
@user Is part of The Open Society. Bought and paid for by George Soros.They're in deep and favors are due.…,Positive,0.5029,twitter,2026-07-04T21:06:55
Lots and lots of Muhammad Ali Art all over Basel.,Positive,0.6807,twitter,2026-07-05T00:39:45
just knowing #marshablackburn was put on the #trumptransitionteam is beyond scary ... and telling,Negative,0.4059,twitter,2026-07-05T01:44:20
The future of online GEO classes and virtual field trips?Google Earth VR-,Neutral,0.6818,twitter,2026-07-05T07:23:34
We've got 15 days until Valentines so if you're secretly in love with me now is the time to speak up,Positive,0.6415,twitter,2026-07-05T11:42:35
#insiders Phillip Ruddock Aust special envoy  on human rights opposes same sex marriage therefore the basic human rights of people born gay,Neutral,0.4962,twitter,2026-07-05T12:13:47
@user @user Link to review for #ThisIsUs isn't launching.,Neutral,0.5978,twitter,2026-07-05T14:13:26
"which is why this president deserved to be hers. she carried weight for the clinton admin., weight for the obama admin., and it was her turn",Neutral,0.5502,twitter,2026-07-05T16:18:19
"Clinton, and again and Hillary has consequences.’” Politico: Comey’s decision to a lot of legal custom that a voter registration,",Negative,0.5478,twitter,2026-07-05T16:41:04
Abysmally dumb leftists. Blind sheep aping #Hillary propaganda. Trump has no history of extremism in his entire lif…,Negative,0.8796,twitter,2026-07-05T18:50:37
'kcws' by koth : Deep Learning Chinese Word Segment #dev #programming #tech #cpp,Neutral,0.8136,twitter,2026-07-05T20:50:47
"Listen to my song When Ya'll Gone Learn Ft. Muhammad Ali(R.I.P) ,CEAZ,Veezy  #np on #SoundCloudhttps://t.co/cPGQPvAIFH",Positive,0.6663,twitter,2026-07-05T22:14:04
"Absolutely love the new update, support was fantastic!",Positive,0.9827,verification,2026-07-05T22:40:50
The app keeps crashing and nobody answers my emails.,Negative,0.8123,verification,2026-07-05T22:40:50
The checkout page crashed twice and I was charged double. Very frustrating!,Negative,0.8245,dashboard,2026-07-05T22:43:44
